ii,id,source_url,xiaoqu_url,total_price,unit_price,down_payment,monthly_cost,lat,lng
2531,2531,http://cq.lianjia.com/ershoufang/CQYB91889426.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2532,2532,http://cq.lianjia.com/ershoufang/CQYB90553301.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2533,2533,http://cq.lianjia.com/ershoufang/CQYB91811366.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2534,2534,http://cq.lianjia.com/ershoufang/CQYB92207839.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2535,2535,http://cq.lianjia.com/ershoufang/CQYB92087680.html,http://cq.lianjia.com/xiaoqu/3611100660792/,0,0,0,0,0,0
2536,2536,http://cq.lianjia.com/ershoufang/CQYB92104658.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2537,2537,http://cq.lianjia.com/ershoufang/CQYB92359206.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2538,2538,http://cq.lianjia.com/ershoufang/CQYB92422799.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2539,2539,http://cq.lianjia.com/ershoufang/CQYB92070068.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2540,2540,http://cq.lianjia.com/ershoufang/CQYB92404875.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2541,2541,http://cq.lianjia.com/ershoufang/CQYB92222431.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2542,2542,http://cq.lianjia.com/ershoufang/CQYB92412918.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2543,2543,http://cq.lianjia.com/ershoufang/CQYB92279945.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2544,2544,http://cq.lianjia.com/ershoufang/CQYB90483465.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2545,2545,http://cq.lianjia.com/ershoufang/CQYB92119422.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2546,2546,http://cq.lianjia.com/ershoufang/CQYB91803309.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2547,2547,http://cq.lianjia.com/ershoufang/CQYB92235634.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2548,2548,http://cq.lianjia.com/ershoufang/CQYB92070040.html,http://cq.lianjia.com/xiaoqu/3611057267611/,0,0,0,0,0,0
2549,2549,http://cq.lianjia.com/ershoufang/CQYB92145591.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2550,2550,http://cq.lianjia.com/ershoufang/CQYB91916184.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2551,2551,http://cq.lianjia.com/ershoufang/CQYB91889426.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2552,2552,http://cq.lianjia.com/ershoufang/CQYB90553301.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2553,2553,http://cq.lianjia.com/ershoufang/CQYB91811366.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2554,2554,http://cq.lianjia.com/ershoufang/CQYB92207839.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2555,2555,http://cq.lianjia.com/ershoufang/CQYB92087680.html,http://cq.lianjia.com/xiaoqu/3611100660792/,0,0,0,0,0,0
2556,2556,http://cq.lianjia.com/ershoufang/CQYB92104658.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2557,2557,http://cq.lianjia.com/ershoufang/CQYB92359206.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2558,2558,http://cq.lianjia.com/ershoufang/CQYB92422799.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2559,2559,http://cq.lianjia.com/ershoufang/CQYB92070068.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2560,2560,http://cq.lianjia.com/ershoufang/CQYB92404875.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2561,2561,http://cq.lianjia.com/ershoufang/CQYB92222431.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2562,2562,http://cq.lianjia.com/ershoufang/CQYB92412918.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2563,2563,http://cq.lianjia.com/ershoufang/CQYB92279945.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2564,2564,http://cq.lianjia.com/ershoufang/CQYB90483465.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2565,2565,http://cq.lianjia.com/ershoufang/CQYB92119422.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2566,2566,http://cq.lianjia.com/ershoufang/CQYB91803309.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2567,2567,http://cq.lianjia.com/ershoufang/CQYB92235634.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2568,2568,http://cq.lianjia.com/ershoufang/CQYB92070040.html,http://cq.lianjia.com/xiaoqu/3611057267611/,0,0,0,0,0,0
2569,2569,http://cq.lianjia.com/ershoufang/CQYB92145591.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2570,2570,http://cq.lianjia.com/ershoufang/CQYB91916184.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2571,2571,http://cq.lianjia.com/ershoufang/CQYB91889426.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2572,2572,http://cq.lianjia.com/ershoufang/CQYB90553301.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2573,2573,http://cq.lianjia.com/ershoufang/CQYB91811366.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2574,2574,http://cq.lianjia.com/ershoufang/CQYB92207839.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2575,2575,http://cq.lianjia.com/ershoufang/CQYB92087680.html,http://cq.lianjia.com/xiaoqu/3611100660792/,0,0,0,0,0,0
2576,2576,http://cq.lianjia.com/ershoufang/CQYB92104658.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2577,2577,http://cq.lianjia.com/ershoufang/CQYB92359206.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2578,2578,http://cq.lianjia.com/ershoufang/CQYB92422799.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2579,2579,http://cq.lianjia.com/ershoufang/CQYB92070068.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2580,2580,http://cq.lianjia.com/ershoufang/CQYB92404875.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2581,2581,http://cq.lianjia.com/ershoufang/CQYB92222431.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2582,2582,http://cq.lianjia.com/ershoufang/CQYB92412918.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2583,2583,http://cq.lianjia.com/ershoufang/CQYB92279945.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2584,2584,http://cq.lianjia.com/ershoufang/CQYB90483465.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2585,2585,http://cq.lianjia.com/ershoufang/CQYB92119422.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2586,2586,http://cq.lianjia.com/ershoufang/CQYB91803309.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2587,2587,http://cq.lianjia.com/ershoufang/CQYB92235634.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2588,2588,http://cq.lianjia.com/ershoufang/CQYB92070040.html,http://cq.lianjia.com/xiaoqu/3611057267611/,0,0,0,0,0,0
2589,2589,http://cq.lianjia.com/ershoufang/CQYB92145591.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2590,2590,http://cq.lianjia.com/ershoufang/CQYB91916184.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2591,2591,http://cq.lianjia.com/ershoufang/CQYB91889426.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2592,2592,http://cq.lianjia.com/ershoufang/CQYB90553301.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2593,2593,http://cq.lianjia.com/ershoufang/CQYB91811366.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2594,2594,http://cq.lianjia.com/ershoufang/CQYB92207839.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2595,2595,http://cq.lianjia.com/ershoufang/CQYB92087680.html,http://cq.lianjia.com/xiaoqu/3611100660792/,0,0,0,0,0,0
2596,2596,http://cq.lianjia.com/ershoufang/CQYB92104658.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2597,2597,http://cq.lianjia.com/ershoufang/CQYB92359206.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2598,2598,http://cq.lianjia.com/ershoufang/CQYB92422799.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2599,2599,http://cq.lianjia.com/ershoufang/CQYB92070068.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2600,2600,http://cq.lianjia.com/ershoufang/CQYB92404875.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2601,2601,http://cq.lianjia.com/ershoufang/CQYB92222431.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2602,2602,http://cq.lianjia.com/ershoufang/CQYB92412918.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2603,2603,http://cq.lianjia.com/ershoufang/CQYB92279945.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2604,2604,http://cq.lianjia.com/ershoufang/CQYB90483465.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2605,2605,http://cq.lianjia.com/ershoufang/CQYB92119422.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2606,2606,http://cq.lianjia.com/ershoufang/CQYB91803309.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2607,2607,http://cq.lianjia.com/ershoufang/CQYB92235634.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2608,2608,http://cq.lianjia.com/ershoufang/CQYB92070040.html,http://cq.lianjia.com/xiaoqu/3611057267611/,0,0,0,0,0,0
2609,2609,http://cq.lianjia.com/ershoufang/CQYB92145591.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2610,2610,http://cq.lianjia.com/ershoufang/CQYB91916184.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2611,2611,http://cq.lianjia.com/ershoufang/CQYB91889426.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2612,2612,http://cq.lianjia.com/ershoufang/CQYB90553301.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2613,2613,http://cq.lianjia.com/ershoufang/CQYB91811366.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2614,2614,http://cq.lianjia.com/ershoufang/CQYB92207839.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2615,2615,http://cq.lianjia.com/ershoufang/CQYB92087680.html,http://cq.lianjia.com/xiaoqu/3611100660792/,0,0,0,0,0,0
2616,2616,http://cq.lianjia.com/ershoufang/CQYB92104658.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2617,2617,http://cq.lianjia.com/ershoufang/CQYB92359206.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2618,2618,http://cq.lianjia.com/ershoufang/CQYB92422799.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2619,2619,http://cq.lianjia.com/ershoufang/CQYB92070068.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2620,2620,http://cq.lianjia.com/ershoufang/CQYB92404875.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2621,2621,http://cq.lianjia.com/ershoufang/CQYB92222431.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2622,2622,http://cq.lianjia.com/ershoufang/CQYB92412918.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2623,2623,http://cq.lianjia.com/ershoufang/CQYB92279945.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2624,2624,http://cq.lianjia.com/ershoufang/CQYB90483465.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2625,2625,http://cq.lianjia.com/ershoufang/CQYB92119422.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2626,2626,http://cq.lianjia.com/ershoufang/CQYB91803309.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2627,2627,http://cq.lianjia.com/ershoufang/CQYB92235634.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2628,2628,http://cq.lianjia.com/ershoufang/CQYB92070040.html,http://cq.lianjia.com/xiaoqu/3611057267611/,0,0,0,0,0,0
2629,2629,http://cq.lianjia.com/ershoufang/CQYB92145591.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2630,2630,http://cq.lianjia.com/ershoufang/CQYB91916184.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2631,2631,http://cq.lianjia.com/ershoufang/CQYB91889426.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2632,2632,http://cq.lianjia.com/ershoufang/CQYB90553301.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2633,2633,http://cq.lianjia.com/ershoufang/CQYB91811366.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2634,2634,http://cq.lianjia.com/ershoufang/CQYB92207839.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2635,2635,http://cq.lianjia.com/ershoufang/CQYB92087680.html,http://cq.lianjia.com/xiaoqu/3611100660792/,0,0,0,0,0,0
2636,2636,http://cq.lianjia.com/ershoufang/CQYB92104658.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2637,2637,http://cq.lianjia.com/ershoufang/CQYB92359206.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2638,2638,http://cq.lianjia.com/ershoufang/CQYB92422799.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2639,2639,http://cq.lianjia.com/ershoufang/CQYB92070068.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2640,2640,http://cq.lianjia.com/ershoufang/CQYB92404875.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2641,2641,http://cq.lianjia.com/ershoufang/CQYB92222431.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2642,2642,http://cq.lianjia.com/ershoufang/CQYB92412918.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2643,2643,http://cq.lianjia.com/ershoufang/CQYB92279945.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2644,2644,http://cq.lianjia.com/ershoufang/CQYB90483465.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2645,2645,http://cq.lianjia.com/ershoufang/CQYB92119422.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2646,2646,http://cq.lianjia.com/ershoufang/CQYB91803309.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2647,2647,http://cq.lianjia.com/ershoufang/CQYB92235634.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2648,2648,http://cq.lianjia.com/ershoufang/CQYB92070040.html,http://cq.lianjia.com/xiaoqu/3611057267611/,0,0,0,0,0,0
2649,2649,http://cq.lianjia.com/ershoufang/CQYB92145591.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2650,2650,http://cq.lianjia.com/ershoufang/CQYB91916184.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2651,2651,http://cq.lianjia.com/ershoufang/CQYB91889426.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2652,2652,http://cq.lianjia.com/ershoufang/CQYB90553301.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2653,2653,http://cq.lianjia.com/ershoufang/CQYB91811366.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2654,2654,http://cq.lianjia.com/ershoufang/CQYB92207839.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2655,2655,http://cq.lianjia.com/ershoufang/CQYB92087680.html,http://cq.lianjia.com/xiaoqu/3611100660792/,0,0,0,0,0,0
2656,2656,http://cq.lianjia.com/ershoufang/CQYB92104658.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2657,2657,http://cq.lianjia.com/ershoufang/CQYB92359206.html,http://cq.lianjia.com/xiaoqu/3611100661252/,0,0,0,0,0,0
2658,2658,http://cq.lianjia.com/ershoufang/CQYB92422799.html,http://cq.lianjia.com/xiaoqu/3611100662066/,0,0,0,0,0,0
2659,2659,http://cq.lianjia.com/ershoufang/CQYB92070068.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2660,2660,http://cq.lianjia.com/ershoufang/CQYB92404875.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2661,2661,http://cq.lianjia.com/ershoufang/CQYB92222431.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2662,2662,http://cq.lianjia.com/ershoufang/CQYB92412918.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2663,2663,http://cq.lianjia.com/ershoufang/CQYB92279945.html,http://cq.lianjia.com/xiaoqu/3611100661674/,0,0,0,0,0,0
2664,2664,http://cq.lianjia.com/ershoufang/CQYB90483465.html,http://cq.lianjia.com/xiaoqu/3611100738122/,0,0,0,0,0,0
2665,2665,http://cq.lianjia.com/ershoufang/CQYB92119422.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2666,2666,http://cq.lianjia.com/ershoufang/CQYB91803309.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2667,2667,http://cq.lianjia.com/ershoufang/CQYB92235634.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2668,2668,http://cq.lianjia.com/ershoufang/CQYB92070040.html,http://cq.lianjia.com/xiaoqu/3611057267611/,0,0,0,0,0,0
2669,2669,http://cq.lianjia.com/ershoufang/CQYB92145591.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2670,2670,http://cq.lianjia.com/ershoufang/CQYB91916184.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2671,2671,http://cq.lianjia.com/ershoufang/CQYB91889426.html,http://cq.lianjia.com/xiaoqu/367122022313155/,0,0,0,0,0,0
2672,2672,http://cq.lianjia.com/ershoufang/CQJB91917397.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2673,2673,http://cq.lianjia.com/ershoufang/CQJB92115551.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2674,2674,http://cq.lianjia.com/ershoufang/CQJB91273977.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2675,2675,http://cq.lianjia.com/ershoufang/CQJB92205223.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2676,2676,http://cq.lianjia.com/ershoufang/CQJB92377364.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2677,2677,http://cq.lianjia.com/ershoufang/CQJB92374901.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2678,2678,http://cq.lianjia.com/ershoufang/CQJB90255528.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2679,2679,http://cq.lianjia.com/ershoufang/CQJB89460614.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2680,2680,http://cq.lianjia.com/ershoufang/CQJB91601595.html,http://cq.lianjia.com/xiaoqu/3611057510106/,0,0,0,0,0,0
2681,2681,http://cq.lianjia.com/ershoufang/CQJB92182954.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2682,2682,http://cq.lianjia.com/ershoufang/CQJB92192319.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2683,2683,http://cq.lianjia.com/ershoufang/CQJB91801312.html,http://cq.lianjia.com/xiaoqu/3611063888091/,0,0,0,0,0,0
2684,2684,http://cq.lianjia.com/ershoufang/CQJB91678565.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2685,2685,http://cq.lianjia.com/ershoufang/CQJB92193115.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2686,2686,http://cq.lianjia.com/ershoufang/CQYB92319662.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2687,2687,http://cq.lianjia.com/ershoufang/CQJB92400187.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2688,2688,http://cq.lianjia.com/ershoufang/CQYB92374972.html,http://cq.lianjia.com/xiaoqu/3611057259394/,0,0,0,0,0,0
2689,2689,http://cq.lianjia.com/ershoufang/CQJB91917397.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2690,2690,http://cq.lianjia.com/ershoufang/CQJB92115551.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2691,2691,http://cq.lianjia.com/ershoufang/CQJB91273977.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2692,2692,http://cq.lianjia.com/ershoufang/CQJB92205223.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2693,2693,http://cq.lianjia.com/ershoufang/CQJB92377364.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2694,2694,http://cq.lianjia.com/ershoufang/CQJB92374901.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2695,2695,http://cq.lianjia.com/ershoufang/CQJB90255528.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2696,2696,http://cq.lianjia.com/ershoufang/CQJB89460614.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2697,2697,http://cq.lianjia.com/ershoufang/CQJB91601595.html,http://cq.lianjia.com/xiaoqu/3611057510106/,0,0,0,0,0,0
2698,2698,http://cq.lianjia.com/ershoufang/CQJB92182954.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2699,2699,http://cq.lianjia.com/ershoufang/CQJB92192319.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2700,2700,http://cq.lianjia.com/ershoufang/CQJB91801312.html,http://cq.lianjia.com/xiaoqu/3611063888091/,0,0,0,0,0,0
2701,2701,http://cq.lianjia.com/ershoufang/CQJB91678565.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2702,2702,http://cq.lianjia.com/ershoufang/CQJB92193115.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2703,2703,http://cq.lianjia.com/ershoufang/CQYB92319662.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2704,2704,http://cq.lianjia.com/ershoufang/CQJB92400187.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2705,2705,http://cq.lianjia.com/ershoufang/CQYB92374972.html,http://cq.lianjia.com/xiaoqu/3611057259394/,0,0,0,0,0,0
2706,2706,http://cq.lianjia.com/ershoufang/CQJB91917397.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2707,2707,http://cq.lianjia.com/ershoufang/CQJB92115551.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2708,2708,http://cq.lianjia.com/ershoufang/CQJB91273977.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2709,2709,http://cq.lianjia.com/ershoufang/CQJB92205223.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2710,2710,http://cq.lianjia.com/ershoufang/CQJB92377364.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2711,2711,http://cq.lianjia.com/ershoufang/CQJB92374901.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2712,2712,http://cq.lianjia.com/ershoufang/CQJB90255528.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2713,2713,http://cq.lianjia.com/ershoufang/CQJB89460614.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2714,2714,http://cq.lianjia.com/ershoufang/CQJB91601595.html,http://cq.lianjia.com/xiaoqu/3611057510106/,0,0,0,0,0,0
2715,2715,http://cq.lianjia.com/ershoufang/CQJB92182954.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2716,2716,http://cq.lianjia.com/ershoufang/CQJB92192319.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2717,2717,http://cq.lianjia.com/ershoufang/CQJB91801312.html,http://cq.lianjia.com/xiaoqu/3611063888091/,0,0,0,0,0,0
2718,2718,http://cq.lianjia.com/ershoufang/CQJB91678565.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2719,2719,http://cq.lianjia.com/ershoufang/CQJB92193115.html,http://cq.lianjia.com/xiaoqu/3611061045817/,0,0,0,0,0,0
2720,2720,http://cq.lianjia.com/ershoufang/CQYB92319662.html,http://cq.lianjia.com/xiaoqu/3611060982243/,0,0,0,0,0,0
2721,2721,http://cq.lianjia.com/ershoufang/CQJB92400187.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
2722,2722,http://cq.lianjia.com/ershoufang/CQYB92374972.html,http://cq.lianjia.com/xiaoqu/3611057259394/,0,0,0,0,0,0
2723,2723,http://cq.lianjia.com/ershoufang/CQJB91917397.html,http://cq.lianjia.com/xiaoqu/3611057588773/,0,0,0,0,0,0
